bases_after,bases_before,batter,batting_team,canonical_id,display_row_index,event_order,event_type,fielding_team,half,inning,is_plate_appearance,outs_after,outs_before,pitch_text,pitcher,play_text,runner_actions,runners_after,runners_before,runs_scored,season,source_game_id,pitcher_original,pitcher_key,pitcher_attribution_ambiguous,pitcher_attribution_method,source_kind,game_start,official_game_id,series_id,series_game_number,series_source,batter_key,same_game_matchup_number,pitcher_batters_faced_before,mlb_tto_bf9,series_matchup_number,prior_series_game_matchups,re24_run_value,run_value,PA_value,AB_value,H_value,TB_value,BB_value,HBP_value,SF_value,SO_value,HR_value,OBP_num_value,OBP_den_value,wOBA_num_value,wOBA_den_value
,,Tori Vidales,Talons,official-ausl-2025-797,26,26,strikeout,Bandits,top,4,True,1,,,Taylor McQuillin,T Vidales struck out looking (2-2 BBFKK).,[],{},{},,2025,official-797,Taylor McQuillin,taylormcquillin,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,torividales,2,12,2,2,0,,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
,,Hannah Flippen,Talons,official-ausl-2025-797,27,27,out,Bandits,top,4,True,2,,,Taylor McQuillin,H Flippen grounded out to p (1-1 BK).,[],{},{},,2025,official-797,Taylor McQuillin,taylormcquillin,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,hannahflippen,2,13,2,2,0,,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
,,Danielle Gibson Whorton,Bandits,official-ausl-2025-797,28,28,strikeout,Talons,bottom,4,True,0,,,Montana Fouts,D Gibson Who struck out swinging (1-2 SSBS).,[],{},{},,2025,official-797,Montana Fouts,montanafouts,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,daniellegibsonwhorton,2,12,2,2,0,,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
,,Sydney McKinney,Bandits,official-ausl-2025-797,29,29,out,Talons,bottom,4,True,1,,,Montana Fouts,S McKinney flied out to lf down the lf line (1-2 BSF).,[],{},{},,2025,official-797,Montana Fouts,montanafouts,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,sydneymckinney,2,13,2,2,0,,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
,,Delanie Wisz,Bandits,official-ausl-2025-797,30,30,out,Talons,bottom,4,True,2,,,Montana Fouts,D Wisz popped up to 2b (0-2 KK).,[],{},{},,2025,official-797,Montana Fouts,montanafouts,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,delaniewisz,2,14,2,2,0,,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
,,Sharlize Palacios,Talons,official-ausl-2025-797,34,34,walk,Bandits,top,5,True,0,,,Lexi Kilfoyl,Sh Palacios walked (3-2 FBFBBB).,[],{},{},,2025,official-797,Lexi Kilfoyl,lexikilfoyl,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,sharlizepalacios,1,0,1,3,2,,0.36479224699788676,1,0,0,0,1,0,0,0,0,1,1,0.7684796416926083,1
,,Ali Aguilar,Talons,official-ausl-2025-797,36,36,out,Bandits,top,5,True,0,,,Lexi Kilfoyl,A Aguilar grounded out to ss (3-1 FBBB).,[],{},{},,2025,official-797,Lexi Kilfoyl,lexikilfoyl,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,aliaguilar,1,1,1,3,2,,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
,,Bri Ellis,Talons,official-ausl-2025-797,37,37,strikeout,Bandits,top,5,True,1,,,Lexi Kilfoyl,B Ellis struck out swinging (3-2 BSBKBFS).,[],{},{},,2025,official-797,Lexi Kilfoyl,lexikilfoyl,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,briellis,1,2,1,1,0,,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
,,Sierra Sacco-Ferrie,Talons,official-ausl-2025-797,38,38,out,Bandits,top,5,True,2,,,Lexi Kilfoyl,S Sacco flied out to cf (1-1 BF).,[],{},{},,2025,official-797,Lexi Kilfoyl,lexikilfoyl,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,sierrasaccoferrie,1,3,1,2,1,,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
,,Bubba Nickles-Camarena,Bandits,official-ausl-2025-797,39,39,out,Talons,bottom,5,True,0,,,Montana Fouts,B Nickles-Ca fouled out to 2b (0-1 K).,[],{},{},,2025,official-797,Montana Fouts,montanafouts,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,bubbanicklescamarena,2,15,2,2,0,,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
,,Mary Iakopo,Bandits,official-ausl-2025-797,40,40,strikeout,Talons,bottom,5,True,1,,,Montana Fouts,M Iakopo struck out swinging (1-2 BKSS).,[],{},{},,2025,official-797,Montana Fouts,montanafouts,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,maryiakopo,2,16,2,2,0,,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
,,Bella Dayton,Bandits,official-ausl-2025-797,41,41,walk,Talons,bottom,5,True,2,,,Montana Fouts,B Dayton walked (3-2 BKBSBFFB).,[],{},{},,2025,official-797,Montana Fouts,montanafouts,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,belladayton,2,17,2,2,0,,0.36479224699788676,1,0,0,0,1,0,0,0,0,1,1,0.7684796416926083,1
,,Morgan Zerkle,Bandits,official-ausl-2025-797,42,42,single,Talons,bottom,5,True,2,,,Montana Fouts,M Zerkle singled up the middle (2-2 FBSB); B Dayton advanced to second.,[],{},{},,2025,official-797,Montana Fouts,montanafouts,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,morganzerkle,3,18,3,3,0,,0.5129673352137273,1,1,1,1,0,0,0,0,0,1,1,0.9248142966727096,1
,,Erin Coffel,Bandits,official-ausl-2025-797,43,43,out,Talons,bottom,5,True,2,,,Montana Fouts,E Coffel flied out to cf to right center (2-2 KBFB).,[],{},{},,2025,official-797,Montana Fouts,montanafouts,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,erincoffel,3,19,3,3,0,,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
,,Maya Brady,Talons,official-ausl-2025-797,44,44,strikeout,Bandits,top,6,True,0,,,Lexi Kilfoyl,M Brady struck out looking (3-2 BFKBBK).,[],{},{},,2025,official-797,Lexi Kilfoyl,lexikilfoyl,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,mayabrady,1,4,1,3,2,,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
,,Sydney Romero,Talons,official-ausl-2025-797,45,45,home_run,Bandits,top,6,True,1,,,Lexi Kilfoyl,"Sy Romero homered to left field, RBI (1-1 KB).",[],{},{},,2025,official-797,Lexi Kilfoyl,lexikilfoyl,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,sydneyromero,1,5,1,3,2,,1.4553060377950033,1,1,1,4,0,0,0,0,1,1,1,1.9190448229798374,1
,,Caroline Jacobsen,Talons,official-ausl-2025-797,46,46,out,Bandits,top,6,True,1,,,Lexi Kilfoyl,C Jacobsen grounded out to p (1-2 KBKF).,[],{},{},,2025,official-797,Lexi Kilfoyl,lexikilfoyl,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,carolinejacobsen,1,6,1,3,2,,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
,,Tori Vidales,Talons,official-ausl-2025-797,47,47,out,Bandits,top,6,True,2,,,Lexi Kilfoyl,T Vidales flied out to lf (0-0).,[],{},{},,2025,official-797,Lexi Kilfoyl,lexikilfoyl,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,torividales,1,7,1,3,2,,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
,,Skylar Wallace,Bandits,official-ausl-2025-797,48,48,single,Talons,bottom,6,True,0,,,Montana Fouts,S Wallace singled to third base (0-2 KS).,[],{},{},,2025,official-797,Montana Fouts,montanafouts,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,skylarwallace,3,20,3,3,0,,0.5129673352137273,1,1,1,1,0,0,0,0,0,1,1,0.9248142966727096,1
,,Danielle Gibson Whorton,Bandits,official-ausl-2025-797,51,51,out,Talons,bottom,6,True,0,,,Montana Fouts,D Gibson Who flied out to lf (2-2 FBFBFFF).,[],{},{},,2025,official-797,Montana Fouts,montanafouts,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,daniellegibsonwhorton,3,21,3,3,0,,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
,,Sydney McKinney,Bandits,official-ausl-2025-797,52,52,out,Talons,bottom,6,True,1,,,Montana Fouts,S McKinney fouled out to lf (0-1 F); C McMillan advanced to second.,[],{},{},,2025,official-797,Montana Fouts,montanafouts,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,sydneymckinney,3,22,3,3,0,,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
,,Delanie Wisz,Bandits,official-ausl-2025-797,53,53,strikeout,Talons,bottom,6,True,2,,,Montana Fouts,D Wisz struck out swinging (1-2 KBFS).,[],{},{},,2025,official-797,Montana Fouts,montanafouts,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,delaniewisz,3,23,3,3,0,,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
,,Hannah Flippen,Talons,official-ausl-2025-797,54,54,out,Bandits,top,7,True,0,,,Lexi Kilfoyl,H Flippen flied out to cf (0-0).,[],{},{},,2025,official-797,Lexi Kilfoyl,lexikilfoyl,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,hannahflippen,1,8,1,3,2,,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
,,Sharlize Palacios,Talons,official-ausl-2025-797,55,55,single,Bandits,top,7,True,1,,,Lexi Kilfoyl,Sh Palacios singled down the lf line (1-0 B).,[],{},{},,2025,official-797,Lexi Kilfoyl,lexikilfoyl,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,sharlizepalacios,2,9,2,4,2,,0.5129673352137273,1,1,1,1,0,0,0,0,0,1,1,0.9248142966727096,1
,,Ali Aguilar,Talons,official-ausl-2025-797,57,57,strikeout,Bandits,top,7,True,1,,,Lexi Kilfoyl,A Aguilar struck out looking (3-2 KBBSBFK).,[],{},{},,2025,official-797,Lexi Kilfoyl,lexikilfoyl,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,aliaguilar,2,10,2,4,2,,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
,,Bri Ellis,Talons,official-ausl-2025-797,58,58,strikeout,Bandits,top,7,True,2,,,Lexi Kilfoyl,B Ellis struck out swinging (3-2 BBSSBFFFS).,[],{},{},,2025,official-797,Lexi Kilfoyl,lexikilfoyl,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,briellis,2,11,2,2,0,,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
,,Bubba Nickles-Camarena,Bandits,official-ausl-2025-797,60,60,single,Talons,bottom,7,True,0,,,Montana Fouts,B Nickles-Ca singled to left center (0-1 K).,[],{},{},,2025,official-797,Montana Fouts,montanafouts,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,bubbanicklescamarena,3,24,3,3,0,,0.5129673352137273,1,1,1,1,0,0,0,0,0,1,1,0.9248142966727096,1
,,Mary Iakopo,Bandits,official-ausl-2025-797,61,61,double_play,Talons,bottom,7,True,0,,,Montana Fouts,M Iakopo lined into double play 1b unassisted (0-2 FF); B Nickles-Ca out on the play.,[],{},{},,2025,official-797,Montana Fouts,montanafouts,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,maryiakopo,3,25,3,3,0,,-1.0596777666740527,1,1,0,0,0,0,0,0,0,0,1,0.0,1
,,Bella Dayton,Bandits,official-ausl-2025-797,62,62,strikeout,Talons,bottom,7,True,2,,,Montana Fouts,B Dayton struck out looking (3-2 KBKBFBFFK).,[],{},{},,2025,official-797,Montana Fouts,montanafouts,False,official_pitcher_id,official_ausl_play_by_play,2025-07-27T14:00:18-04:00,797,2025-ps-bandits-talons-postseason-0,2,official_postseason_chronology,belladayton,3,26,3,3,0,,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
1,0,Sierra Sacco-Ferrie,Portland Cascade,ausl-2026-62b06a142846270a,0,1,hit_by_pitch,Carolina Blaze,top,1,True,0,0,"Strike 1 swinging, Ball 1.",Aleshia Ocasio,"Sierra Sacco-Ferrie is hit by pitch, Aleshia Ocasio pitching.",[],"{""1"": ""Sierra Sacco-Ferrie""}",{},0,2026,a5517a84-0315-41c3-b049-adf752ef0c0a,Aleshia Ocasio,aleshiaocasio,False,explicit_play_text,gamechanger_normalized,2026-06-09T21:00:00.000Z,914,2026-rs-blaze-cascade-smith-family-stadium-2026-06-09,1,official_teams_venue_date_cluster,sierrasaccoferrie,1,0,1,1,0,0.43354266324947666,0.35940858370783413,1,0,0,0,0,1,0,0,0,1,1,0.7627995158825704,1
2,1,Korbe Otis,Portland Cascade,ausl-2026-62b06a142846270a,1,2,out,Carolina Blaze,top,1,True,1,0,"Strike 1 looking, In play.",Aleshia Ocasio,"Korbe Otis grounds out, shortstop Alyssa Brito to first baseman Devyn Netz, Sierra Sacco-Ferrie advances to 2nd.","[{""action"": ""advance"", ""from_base"": 1, ""runner"": ""Sierra Sacco-Ferrie"", ""to_base"": 2}]","{""2"": ""Sierra Sacco-Ferrie""}","{""1"": ""Sierra Sacco-Ferrie""}",0,2026,a5517a84-0315-41c3-b049-adf752ef0c0a,Aleshia Ocasio,aleshiaocasio,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-09T21:00:00.000Z,914,2026-rs-blaze-cascade-smith-family-stadium-2026-06-09,1,official_teams_venue_date_cluster,korbeotis,1,1,1,1,0,-0.2396653164789001,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
0,2,Tori Vidales,Portland Cascade,ausl-2026-62b06a142846270a,2,3,double_play,Carolina Blaze,top,1,True,3,1,"Ball 1, In play.",Aleshia Ocasio,"Tori Vidales lines into a double play, center fielder McKenzie Clark to shortstop Alyssa Brito, Sierra Sacco-Ferrie out advancing to 2nd.","[{""action"": ""out"", ""from_base"": 2, ""runner"": ""Sierra Sacco-Ferrie"", ""to_base"": 2}]",{},"{""2"": ""Sierra Sacco-Ferrie""}",0,2026,a5517a84-0315-41c3-b049-adf752ef0c0a,Aleshia Ocasio,aleshiaocasio,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-09T21:00:00.000Z,914,2026-rs-blaze-cascade-smith-family-stadium-2026-06-09,1,official_teams_venue_date_cluster,torividales,1,2,1,1,0,-0.9106711872198597,-1.0596777666740527,1,1,0,0,0,0,0,0,0,0,1,0.0,1
0,0,Aubrey Leach,Carolina Blaze,ausl-2026-62b06a142846270a,3,4,out,Portland Cascade,bottom,1,True,1,0,"Foul, Ball 1, In play.",Kelly Maxwell,Aubrey Leach lines out to first baseman Tori Vidales.,[],{},{},0,2026,a5517a84-0315-41c3-b049-adf752ef0c0a,Kelly Maxwell,kellymaxwell,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-09T21:00:00.000Z,914,2026-rs-blaze-cascade-smith-family-stadium-2026-06-09,1,official_teams_venue_date_cluster,aubreyleach,1,0,1,1,0,-0.3445658003558392,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
1,0,Ana Gold,Carolina Blaze,ausl-2026-62b06a142846270a,4,5,walk,Portland Cascade,bottom,1,True,1,1,"Ball 1, Foul, Ball 2, Ball 3, Ball 4.",Kelly Maxwell,"Ana Gold walks, Kelly Maxwell pitching.",[],"{""1"": ""Ana Gold""}",{},0,2026,a5517a84-0315-41c3-b049-adf752ef0c0a,Kelly Maxwell,kellymaxwell,False,explicit_play_text,gamechanger_normalized,2026-06-09T21:00:00.000Z,914,2026-rs-blaze-cascade-smith-family-stadium-2026-06-09,1,official_teams_venue_date_cluster,anagold,1,1,1,1,0,0.3299208501841378,0.36479224699788676,1,0,0,0,1,0,0,0,0,1,1,0.7684796416926083,1
1,1,Jenna Laird,Carolina Blaze,ausl-2026-62b06a142846270a,5,6,fielders_choice,Portland Cascade,bottom,1,True,2,1,"Strike 1 looking, In play.",Kelly Maxwell,"Jenna Laird grounds into fielder's choice, first baseman Tori Vidales to shortstop Kenleigh Cahalan, Ana Gold out advancing to 2nd.","[{""action"": ""out"", ""from_base"": 1, ""runner"": ""Ana Gold"", ""to_base"": 2}]","{""1"": ""Jenna Laird""}","{""1"": ""Ana Gold""}",0,2026,a5517a84-0315-41c3-b049-adf752ef0c0a,Kelly Maxwell,kellymaxwell,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-09T21:00:00.000Z,914,2026-rs-blaze-cascade-smith-family-stadium-2026-06-09,1,official_teams_venue_date_cluster,jennalaird,1,2,1,1,0,-0.3870022666563819,-0.38982237164175143,1,1,0,0,0,0,0,0,0,0,1,0.0,1
1,1,Devyn Netz,Carolina Blaze,ausl-2026-62b06a142846270a,6,7,strikeout,Portland Cascade,bottom,1,True,3,2,"Strike 1 looking, Strike 2 looking, Foul, Ball 1, Strike 3 swinging.",Kelly Maxwell,"Devyn Netz strikes out swinging, Kelly Maxwell pitching.",[],"{""1"": ""Jenna Laird""}","{""1"": ""Jenna Laird""}",0,2026,a5517a84-0315-41c3-b049-adf752ef0c0a,Kelly Maxwell,kellymaxwell,False,explicit_play_text,gamechanger_normalized,2026-06-09T21:00:00.000Z,914,2026-rs-blaze-cascade-smith-family-stadium-2026-06-09,1,official_teams_venue_date_cluster,devynnetz,1,3,1,1,0,-0.3151466236211999,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
0,0,Sydney Stewart,Portland Cascade,ausl-2026-62b06a142846270a,7,8,strikeout,Carolina Blaze,top,2,True,1,0,"Ball 1, Strike 1 looking, Strike 2 looking, Ball 2, Ball 3, Strike 3 swinging.",Aleshia Ocasio,"Sydney Stewart strikes out swinging, Aleshia Ocasio pitching.",[],{},{},0,2026,a5517a84-0315-41c3-b049-adf752ef0c0a,Aleshia Ocasio,aleshiaocasio,False,explicit_play_text,gamechanger_normalized,2026-06-09T21:00:00.000Z,914,2026-rs-blaze-cascade-smith-family-stadium-2026-06-09,1,official_teams_venue_date_cluster,sydneystewart,1,3,1,1,0,-0.3445658003558392,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
0,0,Kennedy Powell,Portland Cascade,ausl-2026-62b06a142846270a,8,9,strikeout,Carolina Blaze,top,2,True,2,1,"Strike 1 swinging, Ball 1, Foul, Ball 2, Foul, Strike 3 looking.",Aleshia Ocasio,"Kennedy Powell strikes out looking, Aleshia Ocasio pitching.",[],{},{},0,2026,a5517a84-0315-41c3-b049-adf752ef0c0a,Aleshia Ocasio,aleshiaocasio,False,explicit_play_text,gamechanger_normalized,2026-06-09T21:00:00.000Z,914,2026-rs-blaze-cascade-smith-family-stadium-2026-06-09,1,official_teams_venue_date_cluster,kennedypowell,1,4,1,1,0,-0.2189932866376146,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
0,0,Kenleigh Cahalan,Portland Cascade,ausl-2026-62b06a142846270a,9,10,out,Carolina Blaze,top,2,True,3,2,In play.,Aleshia Ocasio,"Kenleigh Cahalan grounds out, shortstop Alyssa Brito to first baseman Devyn Netz.",[],{},{},0,2026,a5517a84-0315-41c3-b049-adf752ef0c0a,Aleshia Ocasio,aleshiaocasio,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-09T21:00:00.000Z,914,2026-rs-blaze-cascade-smith-family-stadium-2026-06-09,1,official_teams_venue_date_cluster,kenleighcahalan,1,5,1,1,0,-0.15323475345582935,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
1,0,Alyssa Brito,Carolina Blaze,ausl-2026-62b06a142846270a,10,11,walk,Portland Cascade,bottom,2,True,0,0,"Strike 1 looking, Ball 1, Ball 2, Ball 3, Foul, Ball 4.",Kelly Maxwell,"Alyssa Brito walks, Kelly Maxwell pitching.",[],"{""1"": ""Alyssa Brito""}",{},0,2026,a5517a84-0315-41c3-b049-adf752ef0c0a,Kelly Maxwell,kellymaxwell,False,explicit_play_text,gamechanger_normalized,2026-06-09T21:00:00.000Z,914,2026-rs-blaze-cascade-smith-family-stadium-2026-06-09,1,official_teams_venue_date_cluster,alyssabrito,1,4,1,1,0,0.43354266324947666,0.36479224699788676,1,0,0,0,1,0,0,0,0,1,1,0.7684796416926083,1
3,1,Kayla Kowalik,Carolina Blaze,ausl-2026-62b06a142846270a,11,12,single,Portland Cascade,bottom,2,True,0,0,In play.,Kelly Maxwell,"Kayla Kowalik singles on a hard ground ball to right fielder Korbe Otis, Alyssa Brito advances to 2nd.","[{""action"": ""advance"", ""from_base"": 1, ""runner"": ""Alyssa Brito"", ""to_base"": 2}]","{""1"": ""Kayla Kowalik"", ""2"": ""Alyssa Brito""}","{""1"": ""Alyssa Brito""}",0,2026,a5517a84-0315-41c3-b049-adf752ef0c0a,Kelly Maxwell,kellymaxwell,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-09T21:00:00.000Z,914,2026-rs-blaze-cascade-smith-family-stadium-2026-06-09,1,official_teams_venue_date_cluster,kaylakowalik,1,5,1,1,0,0.4913763588383977,0.5129673352137273,1,1,1,1,0,0,0,0,0,1,1,0.9248142966727096,1
3,3,Karli Spaid,Carolina Blaze,ausl-2026-62b06a142846270a,12,13,out,Portland Cascade,bottom,2,True,1,0,"Ball 1, Strike 1 looking, Foul, Ball 2, Ball 3, In play.",Kelly Maxwell,"Karli Spaid flies out to right fielder Korbe Otis, Alyssa Brito remains at 2nd, Kayla Kowalik remains at 1st.","[{""action"": ""remain"", ""from_base"": 2, ""runner"": ""Alyssa Brito"", ""to_base"": 2}, {""action"": ""remain"", ""from_base"": 1, ""runner"": ""Kayla Kowalik"", ""to_base"": 1}]","{""1"": ""Kayla Kowalik"", ""2"": ""Alyssa Brito""}","{""1"": ""Kayla Kowalik"", ""2"": ""Alyssa Brito""}",0,2026,a5517a84-0315-41c3-b049-adf752ef0c0a,Kelly Maxwell,kellymaxwell,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-09T21:00:00.000Z,914,2026-rs-blaze-cascade-smith-family-stadium-2026-06-09,1,official_teams_venue_date_cluster,karlispaid,1,6,1,1,0,-0.5400699781741987,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
3,3,McKenzie Clark,Carolina Blaze,ausl-2026-62b06a142846270a,13,14,strikeout,Portland Cascade,bottom,2,True,2,1,"Foul, Ball 1, Ball 2, Strike 2 looking, Foul, Ball 3, Foul, Strike 3 looking.",Kelly Maxwell,"McKenzie Clark strikes out looking, Kelly Maxwell pitching, Alyssa Brito remains at 2nd, Kayla Kowalik remains at 1st.","[{""action"": ""remain"", ""from_base"": 2, ""runner"": ""Alyssa Brito"", ""to_base"": 2}, {""action"": ""remain"", ""from_base"": 1, ""runner"": ""Kayla Kowalik"", ""to_base"": 1}]","{""1"": ""Kayla Kowalik"", ""2"": ""Alyssa Brito""}","{""1"": ""Kayla Kowalik"", ""2"": ""Alyssa Brito""}",0,2026,a5517a84-0315-41c3-b049-adf752ef0c0a,Kelly Maxwell,kellymaxwell,False,explicit_play_text,gamechanger_normalized,2026-06-09T21:00:00.000Z,914,2026-rs-blaze-cascade-smith-family-stadium-2026-06-09,1,official_teams_venue_date_cluster,mckenzieclark,1,7,1,1,0,-0.6341813556113667,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
3,3,Aleshia Ocasio,Carolina Blaze,ausl-2026-62b06a142846270a,14,15,strikeout,Portland Cascade,bottom,2,True,3,2,"Strike 1 looking, Ball 1, Ball 2, Foul, Ball 3, Foul, Strike 3 looking.",Kelly Maxwell,"Aleshia Ocasio strikes out looking, Kelly Maxwell pitching.",[],"{""1"": ""Kayla Kowalik"", ""2"": ""Alyssa Brito""}","{""1"": ""Kayla Kowalik"", ""2"": ""Alyssa Brito""}",0,2026,a5517a84-0315-41c3-b049-adf752ef0c0a,Kelly Maxwell,kellymaxwell,False,explicit_play_text,gamechanger_normalized,2026-06-09T21:00:00.000Z,914,2026-rs-blaze-cascade-smith-family-stadium-2026-06-09,1,official_teams_venue_date_cluster,aleshiaocasio,1,8,1,1,0,-0.4674615287515922,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
0,0,Kelly Torres,Portland Cascade,ausl-2026-62b06a142846270a,15,16,out,Carolina Blaze,top,3,True,1,0,"Ball 1, Strike 1 looking, In play.",Aleshia Ocasio,"Kelly Torres grounds out, third baseman Ana Gold to first baseman Devyn Netz.",[],{},{},0,2026,a5517a84-0315-41c3-b049-adf752ef0c0a,Aleshia Ocasio,aleshiaocasio,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-09T21:00:00.000Z,914,2026-rs-blaze-cascade-smith-family-stadium-2026-06-09,1,official_teams_venue_date_cluster,kellytorres,1,6,1,1,0,-0.3445658003558392,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
